pnum,qualitative,concave,noChange,accuracy,RT
2,1,1,0,1,0.51997
2,0,1,0,1,0.53316
2,0,0,0,0,0.46654
2,0,1,0,1,0.65309
2,0,0,1,0,0.4667
2,0,0,1,1,0.95931
2,0,0,0,0,0.78636
2,0,0,1,1,0.78635
2,0,0,0,1,1.386
2,0,0,1,1,0.66642
2,0,0,0,0,0.57327
2,1,0,0,1,0.53351
2,0,0,1,0,0.71973
2,1,1,0,0,0.87985
2,1,0,0,1,0.93312
2,0,0,1,1,0.7729
2,0,0,1,0,0.77322
2,0,0,0,0,1.3591
2,0,0,0,1,0.6664
2,0,0,1,0,0.5998
2,0,0,1,1,0.74629
2,0,0,1,1,1.7857
2,0,0,1,1,0.90629
2,0,1,0,0,0.66642
2,0,1,0,1,0.67974
2,0,1,0,0,0.38658
2,0,1,0,0,0.83966
2,0,0,1,1,0.42655
2,0,1,0,1,0.65267
2,0,0,1,1,1.1462
2,0,1,0,0,1.093
2,0,1,0,0,1.56
2,0,1,0,1,0.7597
2,1,0,0,1,0.34709
2,0,0,1,1,0.80022
2,0,0,0,0,0.61311
2,1,1,0,0,1.413
2,0,0,1,1,1.919
2,0,1,0,1,0.41351
2,0,0,1,0,0.57314
2,0,0,1,1,1.9191
2,0,0,1,1,0.45351
2,1,0,0,1,0.55981
2,1,1,0,1,0.65309
2,0,0,1,0,0.69274
2,0,0,1,1,1.0795
2,0,0,1,1,1.4127
2,0,0,1,0,0.70659
2,0,1,0,1,0.47997
2,0,0,1,1,0.86631
2,1,1,0,1,0.62624
2,0,0,1,1,1.3993
2,1,0,0,0,0.58647
2,0,0,0,1,0.63999
2,0,0,1,0,0.89296
2,0,0,1,1,0.45321
2,0,0,1,0,0.83966
2,0,0,0,0,1.5459
2,0,0,0,1,1.5459
2,1,1,0,1,0.41323
2,0,0,1,0,0.45333
2,1,1,0,0,0.65332
2,0,0,1,1,0.46653
2,0,0,1,1,0.42655
2,0,0,1,0,0.71977
2,0,0,1,1,0.71972
2,1,1,0,1,1.1328
2,0,0,1,1,0.68045
2,1,1,0,0,0.41352
2,0,0,0,0,1.7059
2,0,1,0,0,0.66641
2,0,0,0,0,0.85276
2,0,0,1,1,0.37324
2,0,0,1,1,0.53316
2,0,0,1,1,0.74637
2,1,0,0,0,0.79968
2,0,1,0,1,0.97292
2,0,0,1,1,0.82668
2,0,0,1,1,0.78636
2,0,0,1,1,0.53348
2,1,0,0,0,0.66642
2,0,0,0,1,0.80001
2,0,0,1,1,0.65277
2,1,1,0,1,0.4532
2,0,0,1,1,0.71972
2,0,0,1,1,0.69307
2,0,0,1,1,0.653
2,1,1,0,0,0.47996
2,0,1,0,1,0.41318
2,0,0,1,1,0.74556
2,0,1,0,0,0.58648
2,0,0,1,1,1.5193
2,0,0,0,1,1.0662
2,0,0,1,1,0.85313
2,0,0,0,1,0.79966
2,1,0,0,0,1.1331
2,0,0,1,1,0.90628
2,0,0,0,0,0.66642
2,0,0,0,0,0.56003
2,0,0,1,1,0.47985
2,0,0,1,1,0.66609
2,1,1,0,1,0.91961
2,0,0,1,1,0.66663
2,0,0,1,1,0.71972
2,0,0,1,1,0.50651
2,0,0,0,1,0.61339
2,1,0,0,1,0.46651
2,1,0,0,1,1.9057
2,1,1,0,0,0.63976
2,0,0,0,1,0.9331
2,0,0,1,0,0.71973
2,0,0,1,1,0.67975
2,0,0,1,1,0.69307
2,0,0,1,1,0.61312
2,0,0,1,0,0.77302
2,0,0,1,1,0.44006
2,0,0,1,1,1.6392
2,0,0,0,0,0.55981
2,0,0,1,1,0.63977
2,0,0,1,1,0.82633
2,1,0,0,0,1.573
2,0,0,1,1,1.2397
2,1,1,0,0,0.62674
2,0,0,1,0,0.89295
2,1,0,0,1,0.57349
2,1,1,0,0,0.63977
2,0,0,1,1,0.58646
2,0,0,1,0,1.2128
2,0,1,0,1,1.0129
2,0,1,0,1,0.67975
2,1,1,0,0,0.4532
2,0,0,1,1,0.47985
2,0,0,1,1,1.186
2,0,1,0,1,0.58615
2,0,0,1,1,0.82633
2,1,0,0,0,0.38657
2,0,0,0,1,0.83966
2,0,1,0,1,0.5868
2,0,0,1,1,0.4933
2,0,0,0,0,0.3999
2,0,0,0,1,0.77302
2,0,1,0,1,1.4793
2,0,0,1,1,0.63932
2,1,1,0,1,0.46674
2,1,1,0,0,0.55981
2,0,0,1,1,0.59967
2,0,0,1,1,0.46653
2,1,1,0,0,0.42654
2,0,0,1,1,1.4525
2,0,0,1,1,1.3194
2,1,0,0,0,1.3727
2,1,1,0,0,0.85323
2,0,0,1,1,0.4266
2,0,0,1,0,0.62669
2,1,0,0,0,0.67971
2,1,1,0,1,0.46679
2,0,0,0,0,0.71972
2,0,0,1,1,1.8794
2,1,0,0,0,1.3991
2,1,0,0,0,0.93311
2,0,0,1,1,0.8129
2,0,0,1,1,0.42629
2,1,0,0,1,0.54722
2,0,0,1,1,0.43996
2,0,0,1,1,0.61297
2,0,0,1,1,0.93294
2,0,1,0,1,0.61301
2,1,0,0,0,0.67975
2,0,0,1,1,0.45319
2,1,1,0,0,0.85334
2,0,1,0,1,0.94627
2,0,0,1,0,0.74638
2,0,1,0,1,0.59979
2,0,0,0,0,0.77353
2,0,0,0,1,1.0262
2,0,0,1,1,0.78635
2,0,0,1,0,0.7201
2,0,0,1,1,0.63998
2,1,1,0,1,0.69293
2,0,0,1,1,0.41323
2,0,0,1,0,2.1856
2,0,1,0,0,0.85298
2,0,0,1,1,1.2794
2,0,0,0,1,0.50651
2,0,0,0,1,0.87963
2,0,0,0,1,0.63978
2,0,1,0,1,0.8663
2,0,0,1,1,0.54649
2,0,0,0,1,0.85299
2,0,1,0,1,0.53344
2,0,1,0,1,0.77303
2,0,0,1,1,0.81301
2,0,0,1,1,0.43988
2,0,0,0,0,0.95953
2,0,0,1,1,1.8658
2,0,0,1,1,0.53345
2,0,0,1,0,2.3455
2,0,0,0,1,1.4527
2,0,0,1,1,0.90629
2,0,0,1,0,0.6395
2,0,0,1,1,0.74672
2,0,0,1,1,1.5193
2,0,0,1,0,0.66642
2,0,0,1,1,0.41322
2,0,0,1,1,0.34701
2,0,0,0,1,2.1456
2,1,0,0,0,1.4392
2,0,1,0,0,1.3194
2,0,0,1,1,0.58646
2,0,0,1,1,0.50662
2,1,1,0,1,0.51959
2,0,0,1,1,0.61312
2,0,0,1,1,0.77302
2,1,0,0,0,0.7064
2,0,0,1,1,0.55981
2,1,0,0,1,0.59961
2,0,0,1,1,0.51993
2,0,0,1,1,0.44021
2,0,0,1,1,0.38659
2,0,0,1,1,0.66643
2,1,0,0,1,0.57353
2,1,1,0,0,0.96951
2,0,1,0,1,1.9324
2,0,0,1,1,1.5593
2,0,1,0,0,0.46653
2,0,0,1,1,0.5065
2,0,0,1,0,1.4127
2,0,0,1,1,0.46653
2,0,0,1,0,2.5321
2,1,1,0,1,0.42688
2,1,0,0,0,1.2128
2,0,1,0,0,1.6123
2,0,0,1,1,0.50638
2,1,1,0,1,0.62614
2,0,0,1,1,0.46653
2,1,0,0,1,0.59961
2,1,0,0,1,0.46719
2,0,0,0,1,0.79967
2,0,0,1,1,0.93283
2,1,1,0,1,0.49317
2,0,0,1,1,0.46652
2,0,1,0,0,0.50661
2,0,0,1,0,0.86648
2,1,0,0,1,0.79967
2,0,0,1,1,0.66676
2,0,0,1,1,0.53325
2,0,0,1,0,2.3055
2,0,0,1,1,0.42703
2,0,0,1,1,0.63978
2,0,0,0,1,0.54658
2,0,0,1,1,0.45321
2,0,0,1,1,1.3327
2,0,0,1,1,0.51983
2,0,0,1,1,0.67974
2,0,0,1,1,0.63977
2,0,0,0,1,0.57314
2,0,0,0,0,0.53387
2,1,1,0,1,0.46689
2,1,0,0,0,0.3999
2,0,0,0,0,1.0262
2,1,1,0,0,0.46652
2,1,0,0,0,0.66643
2,0,0,0,0,2.1056
2,0,0,1,1,1.6659
2,0,1,0,1,0.99957
2,0,0,1,1,0.7597
2,0,0,1,1,0.52025
2,0,0,1,1,0.4668
2,0,1,0,1,2.4524
2,0,0,1,1,0.61311
2,1,0,0,0,1.2665
2,0,0,0,1,1.1861
2,0,0,1,1,0.61331
2,0,0,0,0,0.62723
2,0,0,1,1,1.613
2,0,0,1,1,0.90629
2,0,0,0,1,0.61311
2,0,0,1,1,0.67974
2,0,0,1,1,0.74638
2,1,0,0,0,1.5193
2,0,0,1,1,0.59969
2,0,0,1,1,0.71972
2,0,0,1,1,0.41396
2,0,0,1,1,1.1462
2,0,0,0,1,1.9191
2,0,0,1,1,0.73294
2,1,1,0,0,1.7333
2,1,1,0,1,0.43987
2,1,0,0,1,0.51983
2,0,0,1,1,0.60012
2,0,0,1,1,1.5859
2,0,0,1,1,0.7064
2,1,1,0,1,0.55969
2,0,0,1,1,1.5193
2,1,0,0,0,1.1332
2,0,1,0,1,0.73272
2,1,0,0,0,0.77304
2,0,0,1,1,0.86632
2,1,1,0,1,0.66641
2,0,0,1,1,0.61337
2,0,0,0,1,0.45351
2,0,1,0,1,0.50617
2,0,0,1,1,0.5331
2,0,1,0,0,0.78632
2,0,0,1,1,0.52022
2,0,0,1,1,0.49329
2,0,0,1,1,0.71971
2,0,0,1,1,0.43977
2,0,0,1,0,0.50651
2,0,1,0,1,0.51992
2,0,0,1,1,1.4393
2,0,0,0,1,0.87957
2,0,1,0,1,0.81293
2,0,1,0,1,0.51983
2,0,0,1,1,0.90667
2,0,0,1,0,0.77303
2,1,1,0,1,0.16011
2,0,0,0,0,0.68001
2,0,0,1,1,0.78616
2,0,0,1,0,0.7597
2,0,1,0,1,0.87965
2,0,0,1,1,0.87963
2,0,0,1,1,1.3994
2,0,0,1,1,0.81301
2,1,0,0,1,0.50641
2,1,1,0,1,0.60016
2,1,1,0,0,0.91961
2,0,0,1,1,0.42664
2,1,0,0,0,0.84039
2,0,0,1,1,0.66642
2,0,0,0,1,0.61311
2,0,1,0,0,0.74664
2,0,0,1,1,0.25351
2,1,1,0,1,0.99987
2,0,0,0,0,0.54678
2,0,0,1,1,0.35992
2,1,0,0,1,0.89296
2,0,1,0,0,0.77302
2,0,1,0,0,0.57314
2,0,1,0,0,1.3594
2,0,0,0,0,0.30695
2,0,0,0,0,0.5598
2,1,1,0,0,0.62644
2,0,0,1,1,0.66642
2,0,0,1,1,0.56041
2,1,1,0,0,0.66722
2,0,1,0,0,0.48003
2,0,0,1,1,0.65309
2,1,1,0,1,0.43975
3,1,1,0,0,0.90629
3,0,0,1,1,0.49316
3,0,0,0,0,0.53319
3,0,0,1,1,0.61314
3,1,1,0,0,0.39991
3,1,0,0,1,1.0529
3,0,0,0,1,0.39993
3,0,0,1,1,0.81303
3,0,0,1,1,0.37325
3,0,0,1,1,0.71972
3,0,0,0,1,1.08
3,0,1,0,1,0.43988
3,0,0,1,1,0.53316
3,1,1,0,1,0.50665
3,0,0,1,1,0.50651
3,0,0,1,1,0.41323
3,0,0,1,1,0.57334
3,0,1,0,0,0.67974
3,0,0,0,1,0.63977
3,0,0,1,0,0.69309
3,1,1,0,0,0.93314
3,0,1,0,0,0.47982
3,1,1,0,0,0.41318
3,1,1,0,1,0.5998
3,0,0,0,0,0.78636
3,1,1,0,0,0.77319
3,0,0,1,1,0.43989
3,0,0,1,1,0.25349
3,0,0,1,1,0.35993
3,0,0,1,1,0.43988
3,0,0,1,1,0.63977
3,1,1,0,0,0.53341
3,0,1,0,1,0.50655
3,0,0,0,0,0.57285
3,0,0,1,1,0.38658
3,1,0,0,0,0.77304
3,0,0,1,1,0.51984
3,0,0,1,1,0.53294
3,1,0,0,1,0.85299
3,0,0,0,0,1.0529
3,0,0,1,1,0.75971
3,0,0,1,1,0.45321
3,1,0,0,0,0.61312
3,0,0,1,1,0.99972
3,0,1,0,1,0.6663
3,0,0,0,0,0.5067
3,1,0,0,1,0.4799
3,0,0,1,1,0.97325
3,0,0,1,1,0.78636
3,1,0,0,0,0.43988
3,0,0,1,0,0.41339
3,0,0,1,1,0.41323
3,1,0,0,0,0.78635
3,1,0,0,1,0.86638
3,1,1,0,1,0.3466
3,0,1,0,1,0.41324
3,1,1,0,1,0.75992
3,0,0,1,1,0.69329
3,1,1,0,0,0.61313
3,1,0,0,0,0.3999
3,0,1,0,1,0.49347
3,0,0,1,1,0.4532
3,0,0,1,1,0.38658
3,0,0,0,0,0.49319
3,0,0,1,1,0.77304
3,0,0,1,1,0.46654
3,1,0,0,0,0.71974
3,1,1,0,1,0.34667
3,0,0,1,1,1.0262
3,0,0,1,1,0.35993
3,0,0,1,1,0.49318
3,1,0,0,1,0.49319
3,1,0,0,0,0.90629
3,0,0,1,1,0.43961
3,0,0,0,1,0.41324
3,0,0,1,0,0.79968
3,1,1,0,0,0.54656
3,0,0,1,1,0.46629
3,0,0,1,1,0.51985
3,0,0,1,1,0.98624
3,0,0,0,1,0.5998
3,1,1,0,1,0.55982
3,0,1,0,0,0.41323
3,0,0,1,1,0.61347
3,1,1,0,0,1.1861
3,0,1,0,1,1.2128
3,0,0,1,1,0.33338
3,0,0,0,0,0.52003
3,0,1,0,1,0.97288
3,1,1,0,0,0.59986
3,0,1,0,1,0.3999
3,0,0,1,1,0.42656
3,0,0,1,1,0.75971
3,1,0,0,0,0.45376
3,0,1,0,1,0.43988
3,1,1,0,1,0.61307
3,0,1,0,1,0.55983
3,0,1,0,1,0.46654
3,0,1,0,1,0.46654
3,0,0,0,0,0.41323
3,0,0,1,1,0.61336
3,0,0,1,1,0.73306
3,0,0,1,1,0.33328
3,0,0,1,0,0.94642
3,0,0,1,1,0.51996
3,0,0,1,1,0.50652
3,0,0,1,1,0.58648
3,0,0,1,1,0.7862
3,0,0,1,1,0.45321
3,0,0,1,1,0.47986
3,0,1,0,1,0.42667
3,0,1,0,0,0.42662
3,0,0,1,1,0.70639
3,0,0,1,1,0.5867
3,0,1,0,1,0.48004
3,0,0,1,1,0.38658
3,0,0,1,1,0.28012
3,0,0,0,1,0.55975
3,1,0,0,0,0.7597
3,0,0,1,1,0.74641
3,0,0,1,1,0.6531
3,0,0,1,1,0.50651
3,0,0,1,1,0.33352
3,0,1,0,1,0.39991
3,0,0,0,1,0.39991
3,0,0,1,1,0.39985
3,0,0,1,1,0.57321
3,1,1,0,1,0.57314
3,0,0,1,1,0.58647
3,0,0,1,1,0.42661
3,0,0,1,1,0.42656
3,1,1,0,0,0.79969
3,0,0,0,1,0.43982
3,0,0,1,1,0.41338
3,1,0,0,1,0.33328
3,1,0,0,0,0.50675
3,0,0,1,1,0.48009
3,0,0,1,1,0.46654
3,0,1,0,1,0.55981
3,0,0,1,1,0.79968
3,0,0,1,1,0.43988
3,0,0,1,1,0.46653
3,0,0,0,0,0.50644
3,0,0,1,1,0.62613
3,0,0,1,1,0.52037
3,0,0,1,1,0.47997
3,0,0,1,1,0.51984
3,0,0,0,0,0.49319
3,0,0,0,1,0.54649
3,0,1,0,1,0.61313
3,0,0,0,1,0.62622
3,0,0,0,0,0.57323
3,0,0,0,0,0.53278
3,0,0,1,1,0.61289
3,0,0,1,1,0.56008
3,0,0,0,1,0.5998
3,0,0,1,1,0.57358
3,0,0,1,1,0.46652
3,1,0,0,1,0.58648
3,1,1,0,1,0.50708
3,0,0,0,0,0.82646
3,0,0,1,1,0.41312
3,0,0,1,1,0.53317
3,0,0,1,1,0.79994
3,0,0,1,1,0.75971
3,0,0,1,1,0.47986
3,0,0,1,1,0.42667
3,0,0,1,1,0.89297
3,0,0,1,1,0.78636
3,0,0,1,1,0.37326
3,0,0,0,1,0.50652
3,1,0,0,0,0.55982
3,0,0,1,1,0.51984
3,0,0,1,1,0.36008
3,0,0,1,0,0.65309
3,0,0,1,0,0.67987
3,0,1,0,1,0.57314
3,0,0,1,1,0.41322
3,0,0,1,1,0.82659
3,1,0,0,0,0.71997
3,1,1,0,1,0.46654
3,0,0,1,1,0.33327
3,1,1,0,1,0.46653
3,0,1,0,1,0.51984
3,1,1,0,0,0.74638
3,0,0,1,1,0.41323
3,0,0,1,1,0.45321
3,0,0,1,1,0.37325
3,1,1,0,0,0.47985
3,0,0,1,1,0.3999
3,0,0,1,1,0.58623
3,0,0,1,1,0.77302
3,0,0,1,1,0.63977
3,0,0,1,1,0.56047
3,0,0,1,1,0.49273
3,0,0,1,1,0.57315
3,0,0,1,1,0.6403
3,1,0,0,0,0.32012
3,0,0,0,0,0.61311
3,0,0,1,1,0.57315
3,0,0,1,1,0.71961
3,0,0,1,1,0.51984
3,1,1,0,1,0.51984
3,0,1,0,0,0.56027
3,1,0,0,1,0.48012
3,0,0,1,0,0.40004
3,0,0,1,1,0.61316
3,1,0,0,1,0.77304
3,0,0,0,0,0.62644
3,0,0,1,1,0.5465
3,0,1,0,1,0.4799
3,0,0,1,1,0.79969
3,0,0,1,1,0.53317
3,0,0,1,1,0.44014
3,0,0,1,1,0.32022
3,1,1,0,1,0.38679
3,1,0,0,0,0.86653
3,0,0,0,0,0.53316
3,0,0,1,1,0.39991
3,0,1,0,1,0.35993
3,1,1,0,0,0.50652
3,0,0,1,1,0.42629
3,0,0,0,1,0.45321
3,0,0,1,1,0.58645
3,0,1,0,1,0.67975
3,0,0,1,1,3.0385
3,0,0,1,1,0.46654
3,0,0,0,0,0.57358
3,0,0,1,1,0.35993
3,0,0,1,1,0.46653
3,0,0,1,1,0.49374
3,0,1,0,1,0.55981
3,0,0,0,0,0.83959
3,1,1,0,1,0.75971
3,0,0,1,1,0.34673
3,0,0,1,1,0.51984
3,0,0,1,1,0.58671
3,0,0,1,1,0.39991
3,0,1,0,1,0.35984
3,0,0,1,1,0.46654
3,1,0,0,0,0.57315
3,1,1,0,1,0.38666
3,1,0,0,0,0.61311
3,0,0,1,1,0.37348
3,1,1,0,0,0.43988
3,1,1,0,1,0.42657
3,1,1,0,0,0.82656
3,0,1,0,1,0.38657
3,0,0,1,1,0.82635
3,0,1,0,1,0.49318
3,1,1,0,1,0.33331
3,0,0,0,1,0.39991
3,1,1,0,1,0.51983
3,0,0,1,1,0.50681
3,0,0,1,1,0.39991
3,0,0,1,1,0.46673
3,0,0,0,1,0.66614
3,1,0,0,0,0.49318
3,0,1,0,1,0.3999
3,0,0,1,1,0.39991
3,0,1,0,1,0.42657
3,0,0,1,1,0.56
3,1,1,0,1,0.42656
3,1,1,0,1,0.63978
3,0,0,1,1,0.73306
3,1,0,0,0,0.70641
3,0,0,1,1,0.5465
3,0,0,1,1,0.46653
3,0,0,0,1,0.70667
3,0,0,1,1,0.54649
3,0,0,0,1,0.99952
3,1,1,0,1,0.37325
3,0,1,0,1,0.53348
3,1,1,0,0,0.71973
3,0,0,1,1,0.58677
3,0,0,1,1,0.50652
3,0,0,1,1,0.50675
3,0,0,1,1,0.71987
3,1,0,0,0,0.50684
3,1,0,0,0,0.49319
3,0,0,1,1,0.69308
3,1,1,0,1,0.41335
3,0,0,1,0,0.55982
3,1,0,0,1,0.56007
3,0,1,0,1,0.49346
3,0,0,1,1,0.42674
3,0,0,1,0,1.0929
3,0,0,1,1,0.58648
3,0,0,0,1,0.49319
3,0,0,1,1,0.58649
3,0,0,1,1,0.35993
3,0,0,1,1,0.54649
3,0,0,1,1,0.59979
3,0,1,0,1,0.74639
3,0,0,0,0,0.43989
3,0,0,1,1,0.45338
3,0,0,1,1,0.59979
3,1,0,0,0,0.59984
3,0,0,0,0,0.43989
3,1,0,0,0,0.49319
3,0,0,1,1,0.53317
3,1,0,0,1,1.0529
3,0,0,1,1,0.50652
3,0,0,1,1,0.62644
3,0,0,1,1,0.53317
3,0,1,0,0,0.57314
3,0,0,1,1,0.41324
3,0,0,0,0,0.58647
3,1,1,0,1,1.2661
3,0,0,1,1,0.53317
3,0,0,1,1,0.50651
3,0,0,1,1,0.46654
3,0,1,0,1,0.49371
3,0,0,1,1,0.55982
3,0,0,1,1,0.39996
3,0,0,1,1,0.55982
3,1,1,0,1,0.49382
3,0,0,1,0,0.61373
3,0,0,1,1,0.26664
3,1,1,0,1,0.33328
3,0,1,0,1,0.6531
3,0,1,0,0,0.70625
3,1,0,0,0,0.54657
3,1,0,0,0,0.5201
3,0,1,0,0,0.53315
3,0,0,1,1,0.33329
3,0,0,1,1,0.30678
3,1,1,0,1,0.45321
3,0,0,1,1,0.67987
3,0,0,1,1,1.1462
3,0,0,1,1,0.42656
3,1,1,0,0,0.46654
3,0,0,1,0,0.66695
3,1,1,0,0,0.53316
3,0,0,1,1,0.24
3,0,0,1,1,0.41333
3,1,0,0,0,0.74629
3,1,0,0,0,0.5201
3,1,0,0,0,0.42673
3,0,1,0,1,0.55982
3,0,1,0,0,0.39991
3,0,0,1,1,0.56013
3,0,0,1,1,0.43988
3,1,0,0,0,0.59979
3,0,1,0,1,0.44018
3,0,0,1,1,0.50652
3,0,1,0,1,0.3466
3,0,0,1,1,0.45322
3,1,1,0,0,0.6531
3,0,0,1,1,0.51983
3,0,0,1,1,0.32011
3,1,0,0,0,0.43987
3,0,0,1,0,1.0264
3,0,1,0,1,0.46654
3,0,0,1,1,0.35993
3,1,0,0,0,0.54649
3,0,0,0,0,0.65287
3,0,0,1,1,0.38713
3,0,0,1,1,0.5998
3,0,0,1,1,1.3459
3,0,1,0,1,0.62645
3,0,0,0,0,0.4532
3,1,0,0,1,0.38661
3,0,0,1,1,0.49323
3,0,0,1,1,0.43989
3,0,0,1,1,0.60015
3,1,0,0,1,0.65352
3,0,0,1,0,0.73306
3,0,1,0,0,0.6395
3,0,0,1,1,0.66634
3,1,0,0,0,0.35993
3,0,0,1,1,0.45321
3,0,0,0,0,0.54649
3,1,1,0,1,0.38659
3,0,0,1,1,0.46653
3,1,1,0,1,0.50629
3,0,0,1,1,0.69308
3,1,1,0,1,0.44013
3,0,0,1,1,0.56018
3,0,0,1,1,0.30662
3,0,1,0,1,0.7064
3,1,0,0,0,0.45323
3,0,1,0,1,0.45322
3,0,1,0,1,0.42989
3,0,0,1,1,0.73334
3,0,0,0,0,0.43989
3,0,0,1,1,0.43988
3,0,1,0,1,0.38669
3,0,0,1,1,0.53316
3,0,1,0,0,0.49318
3,1,0,0,1,0.65275
3,1,0,0,1,0.43995
3,0,1,0,1,0.45315
3,0,0,1,1,0.48018
3,1,0,0,0,0.41323
3,0,0,1,1,0.4532
3,1,1,0,0,0.46727
3,1,1,0,1,0.45347
3,0,0,0,1,0.53317
3,1,0,0,1,0.4666
3,0,0,1,1,0.58646
3,1,0,0,1,0.43988
3,0,0,1,1,0.49337
3,1,0,0,0,0.6268
3,1,1,0,1,0.43988
3,0,1,0,1,0.42656
3,0,0,0,1,0.50697
3,0,0,1,1,1.1984
3,0,0,1,1,0.53317
3,0,0,1,1,0.46654
3,0,0,0,0,0.47995
3,0,0,1,1,0.37323
3,1,0,0,0,0.41325
3,0,0,1,1,1.0397
3,1,1,0,1,0.37325
3,1,0,0,0,1.1195
3,0,1,0,1,0.4935
3,0,0,1,1,0.53362
3,0,0,1,1,0.66652
3,0,0,0,0,0.70672
3,1,1,0,1,0.47987
3,0,0,0,0,0.41325
3,0,0,0,1,1.0129
3,0,1,0,1,0.74637
3,0,0,1,1,0.6529
3,1,1,0,1,0.37326
3,0,0,1,1,0.47987
3,0,0,1,1,0.36048
3,0,0,1,1,0.69295
3,0,1,0,1,0.50685
3,1,1,0,0,0.43988
3,0,0,1,0,0.77304
3,0,0,1,0,0.55981
3,0,0,1,1,0.33327
3,0,1,0,1,0.54649
3,0,1,0,0,0.5998
3,1,1,0,1,0.40001
3,0,1,0,1,0.55959
3,0,0,0,0,0.60013
3,0,0,1,1,0.67975
3,1,1,0,0,0.95995
3,0,0,1,1,0.4266
3,0,0,0,0,0.34628
3,0,0,1,1,0.6131
3,1,0,0,0,0.41323
3,0,0,1,0,0.65309
3,0,1,0,1,0.56001
3,0,1,0,1,0.74638
3,1,0,0,0,0.6531
3,0,0,1,1,0.37325
3,0,1,0,1,0.46654
3,0,0,1,1,0.59979
3,0,0,1,1,0.6531
3,0,0,1,1,0.5465
3,0,0,0,0,0.5065
3,0,0,1,0,1.9057
3,0,0,1,1,0.55982
3,0,0,1,1,0.38658
3,0,0,0,0,0.43998
3,1,0,0,0,0.20004
3,0,0,1,1,0.35993
3,0,0,1,0,0.42656
3,0,0,1,1,0.67975
3,0,0,0,0,0.86692
3,1,0,0,1,0.63977
3,0,0,1,1,0.41322
3,0,0,0,1,0.78637
3,1,1,0,1,0.58646
3,0,0,0,1,0.43988
3,0,0,0,1,0.71973
3,1,0,0,1,0.66642
3,0,0,1,0,0.62645
3,0,0,1,1,0.90617
3,1,1,0,1,0.37326
3,0,0,1,1,0.52022
3,0,0,1,1,0.58651
3,1,0,0,0,0.66712
3,0,0,1,1,0.79968
3,0,0,1,1,0.54649
3,1,0,0,1,0.97299
3,0,0,1,1,0.63982
3,1,1,0,0,0.38704
3,0,1,0,1,0.32002
3,1,1,0,0,0.91962
3,1,0,0,1,0.5998
3,1,1,0,0,1.2927
3,0,0,1,1,0.66624
3,0,0,0,1,0.75971
3,0,0,1,1,0.46678
3,0,0,1,1,0.54649
3,0,0,1,1,1.2394
3,0,0,0,0,0.46653
3,0,0,1,1,0.55981
3,0,0,0,0,0.54719
3,0,1,0,1,0.43988
3,0,0,0,1,0.63985
3,0,0,1,1,0.46675
3,0,0,0,1,0.81302
3,1,1,0,0,0.52007
3,0,0,0,1,0.38659
3,0,0,1,1,0.51984
3,0,0,0,0,0.3999
3,0,0,1,0,0.62664
3,0,0,1,1,0.98624
3,1,1,0,0,0.43989
3,0,0,1,1,0.57315
3,0,1,0,1,0.47985
3,0,1,0,0,0.50651
3,1,1,0,1,1.4927
3,1,0,0,1,0.58665
3,1,0,0,0,0.49319
3,0,0,1,1,0.47987
3,0,0,0,0,0.51984
3,1,0,0,1,0.43988
3,0,0,0,0,0.58647
3,0,0,0,0,0.48027
3,1,0,0,0,0.53317
3,0,0,1,1,0.49359
3,0,0,0,1,0.35996
3,0,0,1,1,0.39992
3,0,0,1,1,0.61311
3,0,0,1,1,0.32019
3,0,0,1,1,0.53318
3,0,0,1,1,0.38664
3,0,0,1,1,0.78636
3,0,0,1,1,0.56017
3,0,0,1,1,0.90604
3,0,0,1,1,0.41324
3,0,1,0,0,0.87964
3,0,0,1,1,0.45321
3,0,0,1,1,0.59979
3,1,1,0,0,0.51983
3,0,0,1,1,0.49319
3,0,0,0,0,0.46717
3,0,0,1,1,0.53317
3,0,0,0,0,0.37325
3,0,0,0,0,0.55958
3,0,0,1,1,0.58684
3,0,0,1,1,0.50697
3,0,0,1,1,0.71939
3,0,0,1,0,0.8667
3,0,0,1,1,0.50653
3,1,1,0,1,0.50681
3,0,0,0,0,0.76005
3,0,0,1,1,0.58648
3,0,1,0,1,0.49354
3,1,1,0,1,0.46654
3,0,1,0,1,0.46654
3,0,0,0,0,0.46674
3,0,0,1,1,0.49343
3,0,0,1,1,0.49306
3,0,0,1,1,0.74638
3,1,0,0,1,1.0799
3,0,0,1,1,0.35993
3,0,1,0,1,0.70652
3,0,1,0,1,0.38672
3,0,1,0,1,0.46654
3,0,1,0,1,0.39991
3,0,0,1,1,0.47987
3,0,0,1,1,0.54726
3,0,0,1,1,0.66644
3,0,0,1,1,0.32013
3,0,0,1,1,0.40006
3,0,0,1,1,0.54649
3,0,0,1,1,0.62645
3,0,0,1,1,0.51984
3,1,1,0,1,0.43995
3,1,1,0,1,0.54648
3,0,0,1,1,0.47976
3,1,0,0,0,0.41324
3,0,0,1,1,0.85299
3,0,0,1,1,0.47986
3,1,1,0,1,0.47987
3,1,0,0,0,0.57315
3,0,0,1,1,0.54649
3,1,0,0,1,0.58695
3,1,1,0,1,0.51984
3,0,0,0,0,0.32031
3,0,0,1,1,0.70641
3,0,0,1,1,0.98625
3,1,0,0,0,0.42656
3,0,0,1,1,0.39991
3,1,0,0,1,0.36018
